344,800
150,412
83,468
74,215
119,253
54,471
75,558
125,433
119,244
65,415
132,427
106,284
104,422
52,341
66,545
82,282
102,336
119,298
71,367
70,371
136,329
70,350
50,435
133,515
140,440
121,315
98,249
144,487
104,419
60,330
111,272
85,235
150,362
145,415
61,411
70,427
93,253
128,342
103,223
76,561
121,287
104,863
72,442
120,414
135,335
345,862
121,396
140,496
127,474
78,216
118,454
144,545
56,572
120,400
71,252
265,458
88,336
143,541
88,495
77,267
90,327
94,303
107,414
96,279
134,315
93,254
126,264
113,222
103,238
93,260
126,307
150,288
81,359
116,317
148,209
122,250
107,288
115,476
98,486
145,273
59,414
67,512
125,488
69,275
92,575
114,327
57,594
104,255
146,369
104,483
70,410
148,486
75,498
85,312
74,228
56,239
74,320
79,448
270,249
75,483
150,445
108,204
125,352
124,314
120,549
108,430
120,303
149,200
109,437
65,456
141,517
147,577
99,368
278,557
104,362
72,521
81,578
95,545
147,557
121,538
118,300
70,488
121,558
84,337
135,548
113,304
107,502
468,935
143,276
97,490
59,280
104,364
118,515
134,469
76,449
110,426
144,246
122,456
116,258
133,280
67,366
90,244
65,548
110,497
124,428
107,301
85,528
103,326
86,395
74,422
88,315
139,433
147,362
148,383
126,535
295,536
61,403
52,537
80,343
83,400
149,446
117,396
139,463
140,405
134,510
71,303
95,280
56,452
52,415
132,209
109,359
65,536
92,296
91,337
91,328
56,452
58,294
104,550
103,318
113,218
100,581
116,358
104,404
71,274
80,503
80,329
56,468
104,479
131,358
66,572
128,293
88,423
62,400
112,468
139,366
80,470
75,526
78,508
126,270
146,384
65,399
60,501
142,350
91,511
